file_name,signal_classification,uuid,file_index,label,dataset
14f073fb-f641-4b81-a031-c1dcd6ad718a.dat,narrowband,14f073fb-f641-4b81-a031-c1dcd6ad718a,001327,2,train
14f10717-cf20-4a06-887e-d8c29b239c2e.dat,squiggle,14f10717-cf20-4a06-887e-d8c29b239c2e,001328,5,train
14f959b0-0201-462d-b80f-39f636016ba7.dat,noise,14f959b0-0201-462d-b80f-39f636016ba7,001329,0,train
14f97998-13af-4d9b-a489-d4fefb88c96b.dat,noise,14f97998-13af-4d9b-a489-d4fefb88c96b,001330,0,train
15002075-6926-4b50-8e4c-31ce99681df7.dat,squigglesquarepulsednarrowband,15002075-6926-4b50-8e4c-31ce99681df7,001331,6,train
15042d45-4e1f-43ee-b82a-ae0c0a392a41.dat,noise,15042d45-4e1f-43ee-b82a-ae0c0a392a41,001332,0,train
1505f349-70bf-4b71-a315-26ef054d8fd7.dat,noise,1505f349-70bf-4b71-a315-26ef054d8fd7,001333,0,train
15182a4a-26f8-445a-8b7f-502be21cd3fe.dat,squigglesquarepulsednarrowband,15182a4a-26f8-445a-8b7f-502be21cd3fe,001334,6,train
151e7a2c-67f8-472f-8fbe-de018cd0e6e2.dat,narrowbanddrd,151e7a2c-67f8-472f-8fbe-de018cd0e6e2,001335,3,train
1524ee5f-3b17-4539-bcd0-42a5f5513d9c.dat,narrowbanddrd,1524ee5f-3b17-4539-bcd0-42a5f5513d9c,001336,3,train
15257326-c41c-4316-be34-4e7e2b7546dc.dat,brightpixel,15257326-c41c-4316-be34-4e7e2b7546dc,001337,1,train
1526abe9-2997-4a74-8022-c3a7061526a3.dat,brightpixel,1526abe9-2997-4a74-8022-c3a7061526a3,001338,1,train
15278687-4f9f-4cb3-9b82-c7b76c0a6db1.dat,narrowbanddrd,15278687-4f9f-4cb3-9b82-c7b76c0a6db1,001339,3,train
1529d089-f143-439e-ba35-6d7d97f1773b.dat,narrowbanddrd,1529d089-f143-439e-ba35-6d7d97f1773b,001340,3,train
153b5ec7-1d3f-4874-8992-175aaede17f6.dat,squarepulsednarrowband,153b5ec7-1d3f-4874-8992-175aaede17f6,001341,4,train
15439489-c43c-4a91-90be-4db960e13a3d.dat,squiggle,15439489-c43c-4a91-90be-4db960e13a3d,001342,5,train
15452463-9b04-4321-a174-23308af3efee.dat,squiggle,15452463-9b04-4321-a174-23308af3efee,001343,5,train
154e0547-b335-4921-92c2-629823bac350.dat,squarepulsednarrowband,154e0547-b335-4921-92c2-629823bac350,001344,4,train
1551ee4a-c05d-4b15-b5ac-458af69756de.dat,brightpixel,1551ee4a-c05d-4b15-b5ac-458af69756de,001345,1,train
15536f9e-4fc4-43d5-8b4b-9407f702e44b.dat,narrowband,15536f9e-4fc4-43d5-8b4b-9407f702e44b,001346,2,train
15591a07-500b-4c55-b322-ba6dc7fc69cd.dat,narrowbanddrd,15591a07-500b-4c55-b322-ba6dc7fc69cd,001347,3,train
1559ceec-a01f-4e53-ab46-39ede74aad1a.dat,squiggle,1559ceec-a01f-4e53-ab46-39ede74aad1a,001348,5,train
15631292-286c-436a-b2a3-8b39657aae4e.dat,squigglesquarepulsednarrowband,15631292-286c-436a-b2a3-8b39657aae4e,001349,6,train
15641105-1219-43a5-a95a-6f6b69274028.dat,squarepulsednarrowband,15641105-1219-43a5-a95a-6f6b69274028,001350,4,train
1567ef89-1b08-4b0e-80cf-55f3913cc95a.dat,narrowbanddrd,1567ef89-1b08-4b0e-80cf-55f3913cc95a,001351,3,train
156f9b08-e52b-4f9c-8d17-9154627abec5.dat,noise,156f9b08-e52b-4f9c-8d17-9154627abec5,001352,0,train
156fd547-7f25-4b8a-a30c-dded819bb097.dat,narrowbanddrd,156fd547-7f25-4b8a-a30c-dded819bb097,001353,3,train
1574acda-0ab8-4551-bcc5-dc73ef40a711.dat,squigglesquarepulsednarrowband,1574acda-0ab8-4551-bcc5-dc73ef40a711,001354,6,train
15760cf3-5829-4aab-8078-e851fde776a6.dat,narrowbanddrd,15760cf3-5829-4aab-8078-e851fde776a6,001355,3,train
15777576-5a5e-4e53-b4e9-ab45c77acf00.dat,squiggle,15777576-5a5e-4e53-b4e9-ab45c77acf00,001356,5,train
157d554d-423d-42ae-8b4c-3c0e5c2a3a4c.dat,noise,157d554d-423d-42ae-8b4c-3c0e5c2a3a4c,001357,0,train
157d9de8-8255-4384-8b41-b98d39cadb43.dat,narrowband,157d9de8-8255-4384-8b41-b98d39cadb43,001358,2,train
1581371a-1583-49f0-8059-649e4982ffe2.dat,squiggle,1581371a-1583-49f0-8059-649e4982ffe2,001359,5,train
1583ceb3-364f-4fb1-8a75-87bd7e73b16b.dat,squarepulsednarrowband,1583ceb3-364f-4fb1-8a75-87bd7e73b16b,001360,4,train
1584cf50-54de-4209-9042-746360104a09.dat,brightpixel,1584cf50-54de-4209-9042-746360104a09,001361,1,train
15856b99-59fa-4072-890c-3e86f6dd8f79.dat,narrowbanddrd,15856b99-59fa-4072-890c-3e86f6dd8f79,001362,3,train
158b82ac-104f-40e7-9d50-30de0b4e4d17.dat,brightpixel,158b82ac-104f-40e7-9d50-30de0b4e4d17,001363,1,train
158d2d2d-0a85-4bc0-bb51-e1134109915d.dat,noise,158d2d2d-0a85-4bc0-bb51-e1134109915d,001364,0,train
15acf409-03e7-4d11-8633-4ca3566732a3.dat,noise,15acf409-03e7-4d11-8633-4ca3566732a3,001365,0,train
15b22e28-7fd0-4177-8636-6e726d3c565e.dat,noise,15b22e28-7fd0-4177-8636-6e726d3c565e,001366,0,train
15b8301d-45cc-4621-85cb-36e3b94431fa.dat,squigglesquarepulsednarrowband,15b8301d-45cc-4621-85cb-36e3b94431fa,001367,6,train
15baca1b-836e-4d90-9295-290ca12dd1c2.dat,squiggle,15baca1b-836e-4d90-9295-290ca12dd1c2,001368,5,train
15bb7de3-087a-4aa4-9c10-e50819bd9688.dat,narrowband,15bb7de3-087a-4aa4-9c10-e50819bd9688,001369,2,train
15c254ae-b5f4-431a-9ad8-f2b5f9684e69.dat,squigglesquarepulsednarrowband,15c254ae-b5f4-431a-9ad8-f2b5f9684e69,001370,6,train
15c9324e-e6b8-4fb1-b89b-8162d0663868.dat,squarepulsednarrowband,15c9324e-e6b8-4fb1-b89b-8162d0663868,001371,4,train
15cb9278-9072-424f-a8c9-669de72690b1.dat,narrowbanddrd,15cb9278-9072-424f-a8c9-669de72690b1,001372,3,train
15cd2ec3-0bfa-4787-8661-6c98d9dff515.dat,squiggle,15cd2ec3-0bfa-4787-8661-6c98d9dff515,001373,5,train
15cf2c20-34f2-4e03-90ce-bb5cd7b783da.dat,noise,15cf2c20-34f2-4e03-90ce-bb5cd7b783da,001374,0,train
15d45d3a-cb20-4c4f-9255-8c7260129dc0.dat,squarepulsednarrowband,15d45d3a-cb20-4c4f-9255-8c7260129dc0,001375,4,train
15d5a273-b81d-41d5-b600-a8f3a4879ee0.dat,squigglesquarepulsednarrowband,15d5a273-b81d-41d5-b600-a8f3a4879ee0,001376,6,train
15d86e31-1be7-4af7-bad6-5ac631f842cf.dat,squarepulsednarrowband,15d86e31-1be7-4af7-bad6-5ac631f842cf,001377,4,train
15e38bfe-77d4-4849-8d89-b5a796af9186.dat,brightpixel,15e38bfe-77d4-4849-8d89-b5a796af9186,001378,1,train
15e9702d-a453-44e0-9762-300b2c909e48.dat,narrowbanddrd,15e9702d-a453-44e0-9762-300b2c909e48,001379,3,train
15edbda5-ea3e-4b9a-8f86-64d480c3a0a7.dat,squigglesquarepulsednarrowband,15edbda5-ea3e-4b9a-8f86-64d480c3a0a7,001380,6,train
1609c377-88db-46c1-b2fe-3ac02d37869d.dat,squigglesquarepulsednarrowband,1609c377-88db-46c1-b2fe-3ac02d37869d,001381,6,train
16100962-802b-4d8c-b415-5f3f1f730a9b.dat,brightpixel,16100962-802b-4d8c-b415-5f3f1f730a9b,001382,1,train
16144895-0cf6-4a05-96bb-264a06efc110.dat,squigglesquarepulsednarrowband,16144895-0cf6-4a05-96bb-264a06efc110,001383,6,train
16147a7c-c71d-468c-b2b0-1eb56707d259.dat,narrowbanddrd,16147a7c-c71d-468c-b2b0-1eb56707d259,001384,3,train
16165a0e-4598-48c2-9023-b326c65880f9.dat,narrowbanddrd,16165a0e-4598-48c2-9023-b326c65880f9,001385,3,train
1616e45c-7386-4edd-ae73-ed02f8169c55.dat,narrowbanddrd,1616e45c-7386-4edd-ae73-ed02f8169c55,001386,3,train
161faba4-e593-45a4-8db0-a69aa53db485.dat,squigglesquarepulsednarrowband,161faba4-e593-45a4-8db0-a69aa53db485,001387,6,train
1623c951-f9d3-4ea0-b063-70cdd6272c1e.dat,squigglesquarepulsednarrowband,1623c951-f9d3-4ea0-b063-70cdd6272c1e,001388,6,train
1624cd32-ea20-4c52-86e2-5d0638734e6c.dat,narrowbanddrd,1624cd32-ea20-4c52-86e2-5d0638734e6c,001389,3,train
162b4675-12b5-40f9-82f7-a6a80c231f1c.dat,narrowbanddrd,162b4675-12b5-40f9-82f7-a6a80c231f1c,001390,3,train
16365146-57d8-4d77-83b6-15fabbe4db4a.dat,brightpixel,16365146-57d8-4d77-83b6-15fabbe4db4a,001391,1,train
1638531d-9b14-4a94-b5fb-78bb59d5a96d.dat,narrowband,1638531d-9b14-4a94-b5fb-78bb59d5a96d,001392,2,train
163aa98e-bc89-42c4-8633-4f1fa3669585.dat,noise,163aa98e-bc89-42c4-8633-4f1fa3669585,001393,0,train
163b9f3b-54fa-4f30-ac39-bc619a1d85ae.dat,squarepulsednarrowband,163b9f3b-54fa-4f30-ac39-bc619a1d85ae,001394,4,train
1640d92d-c9e7-40b6-8a47-cbf2d246ff4f.dat,noise,1640d92d-c9e7-40b6-8a47-cbf2d246ff4f,001395,0,train
164ca0ac-988f-4427-ade5-b12ce3891799.dat,narrowbanddrd,164ca0ac-988f-4427-ade5-b12ce3891799,001396,3,train
164d42b6-719a-43c2-a95a-4d7cddf1f4dc.dat,narrowbanddrd,164d42b6-719a-43c2-a95a-4d7cddf1f4dc,001397,3,train
165154cb-1fe9-4635-a73c-8520dd2c17c9.dat,squiggle,165154cb-1fe9-4635-a73c-8520dd2c17c9,001398,5,train
16535f91-67ca-4724-a75a-81aae07ca73d.dat,squarepulsednarrowband,16535f91-67ca-4724-a75a-81aae07ca73d,001399,4,train
1657a368-d912-4e90-bfff-d575a2559332.dat,squiggle,1657a368-d912-4e90-bfff-d575a2559332,001400,5,train
165940b0-e156-4833-ab91-4b01de5291b7.dat,brightpixel,165940b0-e156-4833-ab91-4b01de5291b7,001401,1,train
165a6fc1-89ef-4074-9ef4-baba987a91a8.dat,squigglesquarepulsednarrowband,165a6fc1-89ef-4074-9ef4-baba987a91a8,001402,6,train
165cbce5-712d-4a05-8a72-c8929dae5b3b.dat,narrowband,165cbce5-712d-4a05-8a72-c8929dae5b3b,001403,2,train
165d738f-0df2-4b47-8ca4-de495e00865e.dat,noise,165d738f-0df2-4b47-8ca4-de495e00865e,001404,0,train
165e62c4-8ce6-4333-af05-7316a4c1cade.dat,narrowbanddrd,165e62c4-8ce6-4333-af05-7316a4c1cade,001405,3,train
165fbc1f-dea2-4dc0-9ef3-3b50629be7e4.dat,squarepulsednarrowband,165fbc1f-dea2-4dc0-9ef3-3b50629be7e4,001406,4,train
1660d200-1a5f-4a3f-af3b-0b29b5945e51.dat,squigglesquarepulsednarrowband,1660d200-1a5f-4a3f-af3b-0b29b5945e51,001407,6,train
166319c6-028f-4526-b929-d974b8da95d9.dat,brightpixel,166319c6-028f-4526-b929-d974b8da95d9,001408,1,train
1664a102-5106-41b5-852a-7bc5e7ec7a9b.dat,narrowbanddrd,1664a102-5106-41b5-852a-7bc5e7ec7a9b,001409,3,train
1664f393-01c6-43bc-9dfc-167f56289639.dat,narrowband,1664f393-01c6-43bc-9dfc-167f56289639,001410,2,train
166cd322-8ebb-402f-8e24-310a262d6972.dat,narrowbanddrd,166cd322-8ebb-402f-8e24-310a262d6972,001411,3,train
16716b93-32f0-48ab-8465-c06c3ae41143.dat,narrowbanddrd,16716b93-32f0-48ab-8465-c06c3ae41143,001412,3,train
167459d1-4a99-407a-9f4d-9bac0d7d0c1e.dat,narrowbanddrd,167459d1-4a99-407a-9f4d-9bac0d7d0c1e,001413,3,train
16871325-aead-4d9a-a036-1aba945203b4.dat,noise,16871325-aead-4d9a-a036-1aba945203b4,001414,0,train
1688bd22-9649-432b-b2b6-6c7375104b11.dat,narrowbanddrd,1688bd22-9649-432b-b2b6-6c7375104b11,001415,3,train
168a2b77-5c93-4d74-b182-699e5c84b5e9.dat,squarepulsednarrowband,168a2b77-5c93-4d74-b182-699e5c84b5e9,001416,4,train
168ba662-870a-4e80-bd69-8b01f61445b4.dat,narrowbanddrd,168ba662-870a-4e80-bd69-8b01f61445b4,001417,3,train
16959cfc-59b1-4f88-91d1-377c0fec0947.dat,brightpixel,16959cfc-59b1-4f88-91d1-377c0fec0947,001418,1,train
16a13f1c-8c52-496b-863b-13606404f7d5.dat,squiggle,16a13f1c-8c52-496b-863b-13606404f7d5,001419,5,train
16a3f839-0f9e-4520-9565-733214ba2997.dat,noise,16a3f839-0f9e-4520-9565-733214ba2997,001420,0,train
16aaa8e7-dce8-4946-b191-75e786090b6d.dat,squarepulsednarrowband,16aaa8e7-dce8-4946-b191-75e786090b6d,001421,4,train
16aea6e3-31da-4658-98de-db9803558f95.dat,noise,16aea6e3-31da-4658-98de-db9803558f95,001422,0,train
16b50553-ab2a-4388-8d1a-e762dde12d0e.dat,narrowbanddrd,16b50553-ab2a-4388-8d1a-e762dde12d0e,001423,3,train
16c0f086-2294-4f66-96a9-7a669fb01040.dat,noise,16c0f086-2294-4f66-96a9-7a669fb01040,001424,0,train
16c33b7e-001c-496c-8aff-ea2fec7f2669.dat,narrowbanddrd,16c33b7e-001c-496c-8aff-ea2fec7f2669,001425,3,train
16c6694b-a92c-434e-b41b-b8319855243d.dat,narrowbanddrd,16c6694b-a92c-434e-b41b-b8319855243d,001426,3,train
16ca17de-527a-4308-82f6-45c38271ea50.dat,narrowbanddrd,16ca17de-527a-4308-82f6-45c38271ea50,001427,3,train
16cdc622-0bb0-4122-920b-9f3a99faadf4.dat,squarepulsednarrowband,16cdc622-0bb0-4122-920b-9f3a99faadf4,001428,4,train
16d0aab5-2d01-4925-83f4-b9b5473b3080.dat,brightpixel,16d0aab5-2d01-4925-83f4-b9b5473b3080,001429,1,train
16d25ab9-ec96-42b9-8740-535ce08a8b46.dat,narrowband,16d25ab9-ec96-42b9-8740-535ce08a8b46,001430,2,train
16d36261-db4b-4c56-9cfd-94cb747ce80c.dat,squiggle,16d36261-db4b-4c56-9cfd-94cb747ce80c,001431,5,train
16d863e2-a599-404a-92ad-4a95af6c7f8e.dat,narrowbanddrd,16d863e2-a599-404a-92ad-4a95af6c7f8e,001432,3,train
16d8f6d9-2248-4d39-bb67-0dd98b078759.dat,narrowband,16d8f6d9-2248-4d39-bb67-0dd98b078759,001433,2,train
16e8fa76-01f7-4dee-9576-ff65f57df2c8.dat,noise,16e8fa76-01f7-4dee-9576-ff65f57df2c8,001434,0,train
16ea0cd6-b6fe-41cb-83c4-c6431f17f849.dat,squarepulsednarrowband,16ea0cd6-b6fe-41cb-83c4-c6431f17f849,001435,4,train
16ebb201-0350-43d4-a0bb-977d1102d89a.dat,squiggle,16ebb201-0350-43d4-a0bb-977d1102d89a,001436,5,train
16ed2cc3-e6ba-40e0-8f23-873fc5332141.dat,narrowband,16ed2cc3-e6ba-40e0-8f23-873fc5332141,001437,2,train
16ee65fc-e52d-4fd6-9d1d-07d0345f6f8a.dat,narrowbanddrd,16ee65fc-e52d-4fd6-9d1d-07d0345f6f8a,001438,3,train
16eeb7f9-5c32-4868-8f84-b88b55a94aef.dat,squarepulsednarrowband,16eeb7f9-5c32-4868-8f84-b88b55a94aef,001439,4,train
16efa80e-3773-4486-ae3b-0566f62ae682.dat,narrowbanddrd,16efa80e-3773-4486-ae3b-0566f62ae682,001440,3,train
16f1f255-9c7d-4e5b-b7bc-4cd0a7b59195.dat,brightpixel,16f1f255-9c7d-4e5b-b7bc-4cd0a7b59195,001441,1,train
16f3c817-5455-4d76-8320-3fdfab490115.dat,narrowbanddrd,16f3c817-5455-4d76-8320-3fdfab490115,001442,3,train
16f59065-bd36-46c6-b233-1a43b9de26bb.dat,noise,16f59065-bd36-46c6-b233-1a43b9de26bb,001443,0,train
16f75a4b-bf48-4fe9-9bd2-791360b7a488.dat,narrowbanddrd,16f75a4b-bf48-4fe9-9bd2-791360b7a488,001444,3,train
16f808a4-ce85-4663-b1fa-48f64a5ee800.dat,noise,16f808a4-ce85-4663-b1fa-48f64a5ee800,001445,0,train
16fcfd3d-cbf2-4dd7-b87e-a5f64cd07cd0.dat,squarepulsednarrowband,16fcfd3d-cbf2-4dd7-b87e-a5f64cd07cd0,001446,4,train
17043d62-2f0c-49bc-9789-e14103056e5a.dat,noise,17043d62-2f0c-49bc-9789-e14103056e5a,001447,0,train
170acfd6-890d-4880-8510-270fcaf96052.dat,narrowband,170acfd6-890d-4880-8510-270fcaf96052,001448,2,train
1711c263-00df-42d7-86b4-b73619c95c13.dat,squigglesquarepulsednarrowband,1711c263-00df-42d7-86b4-b73619c95c13,001449,6,train
171543bd-ff7c-4821-87b7-f12c13b875e0.dat,squigglesquarepulsednarrowband,171543bd-ff7c-4821-87b7-f12c13b875e0,001450,6,train
171596c2-547e-4a15-b428-65ba5e70869b.dat,narrowbanddrd,171596c2-547e-4a15-b428-65ba5e70869b,001451,3,train
1715a8e0-ebbd-40cc-af8b-17b7e051854d.dat,squarepulsednarrowband,1715a8e0-ebbd-40cc-af8b-17b7e051854d,001452,4,train
171b46d1-9c83-477f-ad18-5de0c95a5ab7.dat,narrowband,171b46d1-9c83-477f-ad18-5de0c95a5ab7,001453,2,train
171bc46c-a764-4daf-81f1-0288d8df8778.dat,narrowbanddrd,171bc46c-a764-4daf-81f1-0288d8df8778,001454,3,train
171f7f4a-17f4-490e-95bc-43567846c8fb.dat,narrowbanddrd,171f7f4a-17f4-490e-95bc-43567846c8fb,001455,3,train
1728be86-3b22-4a6f-8d2c-72bca92df5b9.dat,squiggle,1728be86-3b22-4a6f-8d2c-72bca92df5b9,001456,5,train
172fd34f-765b-4d94-9c51-a669c99220dc.dat,squiggle,172fd34f-765b-4d94-9c51-a669c99220dc,001457,5,train
17412daf-e223-410b-95d0-23b8640f8468.dat,narrowband,17412daf-e223-410b-95d0-23b8640f8468,001458,2,train
17415795-b735-44d2-bd32-435d32f3d016.dat,noise,17415795-b735-44d2-bd32-435d32f3d016,001459,0,train
1747b86d-2864-4706-8c36-437af30b02d5.dat,narrowbanddrd,1747b86d-2864-4706-8c36-437af30b02d5,001460,3,train
17485fb9-7c74-4a12-9d5a-8f5bd27ba873.dat,narrowband,17485fb9-7c74-4a12-9d5a-8f5bd27ba873,001461,2,train
17494b7c-2a87-4dc1-a455-090db4adb30d.dat,brightpixel,17494b7c-2a87-4dc1-a455-090db4adb30d,001462,1,train
174ff116-15be-41ec-89ce-209ee9b23b33.dat,narrowbanddrd,174ff116-15be-41ec-89ce-209ee9b23b33,001463,3,train
1753de1c-3348-4fdc-9a9c-908039c041a1.dat,noise,1753de1c-3348-4fdc-9a9c-908039c041a1,001464,0,train
1753e181-98e4-45fe-9fac-8cf866202bcc.dat,narrowbanddrd,1753e181-98e4-45fe-9fac-8cf866202bcc,001465,3,train
175f5bfd-5722-4962-ab77-befa887618cb.dat,brightpixel,175f5bfd-5722-4962-ab77-befa887618cb,001466,1,train
17625bab-cd5a-4ded-ada3-252abad4a061.dat,squigglesquarepulsednarrowband,17625bab-cd5a-4ded-ada3-252abad4a061,001467,6,train
1766e099-0e4d-44be-9e64-e676464954dd.dat,squiggle,1766e099-0e4d-44be-9e64-e676464954dd,001468,5,train
177071ec-685f-46fb-b8b1-63a1b5495c9d.dat,brightpixel,177071ec-685f-46fb-b8b1-63a1b5495c9d,001469,1,train
1774f925-066e-4fef-b807-8bf76acbbd94.dat,brightpixel,1774f925-066e-4fef-b807-8bf76acbbd94,001470,1,train
178268df-49db-479b-9b1c-804a5bdb9229.dat,narrowbanddrd,178268df-49db-479b-9b1c-804a5bdb9229,001471,3,train
1785de5d-0210-4503-9828-8e1a330ef16d.dat,brightpixel,1785de5d-0210-4503-9828-8e1a330ef16d,001472,1,train
1787ad18-d814-4348-8dd9-679470287f63.dat,squigglesquarepulsednarrowband,1787ad18-d814-4348-8dd9-679470287f63,001473,6,train
1797d3dc-7815-4b9c-a378-414158099ec0.dat,narrowbanddrd,1797d3dc-7815-4b9c-a378-414158099ec0,001474,3,train
1798fe01-1d08-42f5-8d9b-d875f1964cb4.dat,squiggle,1798fe01-1d08-42f5-8d9b-d875f1964cb4,001475,5,train
179a86c0-da75-446e-9da3-72c0e82ad0e0.dat,narrowbanddrd,179a86c0-da75-446e-9da3-72c0e82ad0e0,001476,3,train
179eed2b-e08b-4746-8edd-4cb577d6b9ae.dat,squigglesquarepulsednarrowband,179eed2b-e08b-4746-8edd-4cb577d6b9ae,001477,6,train
17a0376a-a120-41b3-a332-d4255040c798.dat,squigglesquarepulsednarrowband,17a0376a-a120-41b3-a332-d4255040c798,001478,6,train
17a344e7-64b7-49b0-81f3-0406272f2c75.dat,squigglesquarepulsednarrowband,17a344e7-64b7-49b0-81f3-0406272f2c75,001479,6,train
17a5c5e7-b924-454a-88b4-b8c6af3456db.dat,narrowbanddrd,17a5c5e7-b924-454a-88b4-b8c6af3456db,001480,3,train
17b99983-5ca3-400a-9f16-cb67a42fb5d3.dat,brightpixel,17b99983-5ca3-400a-9f16-cb67a42fb5d3,001481,1,train
17c6e8c8-10bd-45eb-b78a-09aedec143cc.dat,squarepulsednarrowband,17c6e8c8-10bd-45eb-b78a-09aedec143cc,001482,4,train
17cd0a36-deaa-457d-acf8-7fc651613b9c.dat,narrowbanddrd,17cd0a36-deaa-457d-acf8-7fc651613b9c,001483,3,train
17ce59f7-ca4a-49ef-aed4-cb0178197735.dat,narrowbanddrd,17ce59f7-ca4a-49ef-aed4-cb0178197735,001484,3,train
17ce64cf-7a01-48c1-87a6-6ed3d5aadcf5.dat,brightpixel,17ce64cf-7a01-48c1-87a6-6ed3d5aadcf5,001485,1,train
17ce8038-adfb-42f3-888e-afdce6255f8b.dat,narrowband,17ce8038-adfb-42f3-888e-afdce6255f8b,001486,2,train
17cfcffa-ae34-4e9b-8d06-38fd83d1b3d0.dat,squarepulsednarrowband,17cfcffa-ae34-4e9b-8d06-38fd83d1b3d0,001487,4,train
17cfebaf-fa2c-4398-9359-7c0f6ca6b57c.dat,noise,17cfebaf-fa2c-4398-9359-7c0f6ca6b57c,001488,0,train
17d47ab8-ad1a-4c0b-98f8-2b590adb2ce8.dat,squiggle,17d47ab8-ad1a-4c0b-98f8-2b590adb2ce8,001489,5,train
17d76f1d-072d-461a-9924-f1f6a14221a8.dat,narrowbanddrd,17d76f1d-072d-461a-9924-f1f6a14221a8,001490,3,train
17dbe9bf-0da6-4fd7-abef-40d70255fd45.dat,narrowbanddrd,17dbe9bf-0da6-4fd7-abef-40d70255fd45,001491,3,train
17dc5d1e-3991-47b5-bfbb-b5e314bc621c.dat,squigglesquarepulsednarrowband,17dc5d1e-3991-47b5-bfbb-b5e314bc621c,001492,6,train
17def00a-b0e3-4b38-a2c6-fae0ad76c872.dat,brightpixel,17def00a-b0e3-4b38-a2c6-fae0ad76c872,001493,1,train
17e04c47-4db7-41af-8d35-7a0c106436c1.dat,squarepulsednarrowband,17e04c47-4db7-41af-8d35-7a0c106436c1,001494,4,train
17e27e61-9517-4727-b907-fd7776c92166.dat,narrowband,17e27e61-9517-4727-b907-fd7776c92166,001495,2,train
17e39bfc-1e9a-41e0-81dd-206e4acc1a18.dat,noise,17e39bfc-1e9a-41e0-81dd-206e4acc1a18,001496,0,train
17e96c17-93bd-4f28-8ae8-4b75d0923cca.dat,squarepulsednarrowband,17e96c17-93bd-4f28-8ae8-4b75d0923cca,001497,4,train
17ea19ff-4988-492a-ae1b-08724113d6f1.dat,noise,17ea19ff-4988-492a-ae1b-08724113d6f1,001498,0,train
17ec47d8-77c4-46f2-a9a6-98592b21afeb.dat,squigglesquarepulsednarrowband,17ec47d8-77c4-46f2-a9a6-98592b21afeb,001499,6,train
17eec841-1b66-4d10-96d1-7f86c3258413.dat,brightpixel,17eec841-1b66-4d10-96d1-7f86c3258413,001500,1,train
17eedcf1-f05d-4df0-bd43-5e53394ecf4d.dat,squiggle,17eedcf1-f05d-4df0-bd43-5e53394ecf4d,001501,5,train
17efb4dc-bbbd-4684-a9ee-7c01f3ae1d3e.dat,squigglesquarepulsednarrowband,17efb4dc-bbbd-4684-a9ee-7c01f3ae1d3e,001502,6,train
17efc308-3b77-4fcd-9c4a-cffa9a8d7514.dat,narrowbanddrd,17efc308-3b77-4fcd-9c4a-cffa9a8d7514,001503,3,train
17f5c652-10c6-4b00-8855-2ba62d6e3f30.dat,narrowbanddrd,17f5c652-10c6-4b00-8855-2ba62d6e3f30,001504,3,train
1800da07-5fb9-47d3-822d-0fbfca4ba256.dat,squiggle,1800da07-5fb9-47d3-822d-0fbfca4ba256,001505,5,train
1800ffaf-4898-4f13-b68f-c5f11af6d53e.dat,brightpixel,1800ffaf-4898-4f13-b68f-c5f11af6d53e,001506,1,train
1801b5a6-b333-48f2-addc-6c14a7356049.dat,narrowbanddrd,1801b5a6-b333-48f2-addc-6c14a7356049,001507,3,train
18077c0a-9d81-459f-a032-9dcee9a9d610.dat,narrowbanddrd,18077c0a-9d81-459f-a032-9dcee9a9d610,001508,3,train
1807ffbc-a4b3-48cd-a4e2-fa12efd2372c.dat,brightpixel,1807ffbc-a4b3-48cd-a4e2-fa12efd2372c,001509,1,train
180ab135-c6d9-4560-8ac1-6e8a46e8560a.dat,narrowbanddrd,180ab135-c6d9-4560-8ac1-6e8a46e8560a,001510,3,train
180ace60-15a4-4fc1-ba36-78f8949f248b.dat,squigglesquarepulsednarrowband,180ace60-15a4-4fc1-ba36-78f8949f248b,001511,6,train
1810e4f2-140f-43a8-9fcf-ee1295fbeec8.dat,noise,1810e4f2-140f-43a8-9fcf-ee1295fbeec8,001512,0,train
1818313d-9d04-4599-9327-878cabd479b0.dat,narrowbanddrd,1818313d-9d04-4599-9327-878cabd479b0,001513,3,train
1821c344-868e-43eb-9de8-88dc7b37a7c4.dat,noise,1821c344-868e-43eb-9de8-88dc7b37a7c4,001514,0,train
1823df43-9c03-481c-8ede-9f3273e061ae.dat,narrowbanddrd,1823df43-9c03-481c-8ede-9f3273e061ae,001515,3,train
18241953-8653-4bf9-bc1a-6020dde35054.dat,narrowbanddrd,18241953-8653-4bf9-bc1a-6020dde35054,001516,3,train
182499b6-7884-4818-ae88-00077e252dae.dat,squiggle,182499b6-7884-4818-ae88-00077e252dae,001517,5,train
182a6bd2-0bdb-4360-973b-5594810339d5.dat,squigglesquarepulsednarrowband,182a6bd2-0bdb-4360-973b-5594810339d5,001518,6,train
182c08b5-991b-434a-a8e4-5d876a220f76.dat,narrowbanddrd,182c08b5-991b-434a-a8e4-5d876a220f76,001519,3,train
182c3a61-52eb-4da5-80b6-f05abc6331d0.dat,squarepulsednarrowband,182c3a61-52eb-4da5-80b6-f05abc6331d0,001520,4,train
182ca8a9-c04b-42de-96c9-8d90c79d15e9.dat,brightpixel,182ca8a9-c04b-42de-96c9-8d90c79d15e9,001521,1,train
182f30f7-19a7-4ba3-9a38-7ec648afe05f.dat,brightpixel,182f30f7-19a7-4ba3-9a38-7ec648afe05f,001522,1,train
18328143-e20f-4296-ad78-529a62d3172d.dat,squarepulsednarrowband,18328143-e20f-4296-ad78-529a62d3172d,001523,4,train
